id,question,answer,key_time,true_on,gold_sources
Q5F7O4M6,SELA चे स्थायी सचिव कोण आहेत?,लेस्ली डेव्हिड,01-07-2025,23-12-2025,
J1G2G1U3,सर्वात अलीकडील संमेलन कधी सुरू झाले?,133,01-05-2025,23-12-2025,
T6W3B3H2,जर्मनीचे चांसलर कोण आहेत?,फ्रेडरिक मर्झ,01-05-2025,23-12-2025,
W0K0J7E7,"सध्या, रवांडाचे पर्यावरण मंत्री कोण आहेत?",बर्नाडेट बरोबर आहे,01-08-2025,23-12-2025,
S7E9P5H8,आइसलँडिक संगीतकार लॉफीच्या सर्वात अलीकडील कव्हरला काय म्हणतात?,सांताक्लॉज शहरात येत आहे,01-11-2025,23-12-2025,
E4F7O3O2,कोणत्या कलाकाराने 'LUX' म्युझिक रिलीज केले?,रोसालिया,01-11-2025,23-12-2025,
C1Y8I5D6,पेरूमधील अर्थमंत्री कोण आहे?,डेनिस मिरालेस,01-10-2025,23-12-2025,
Z1I7L0U5,न्यूझीलंडमधील आर्थिक वाढीचे मंत्री पूर्वी काय म्हणून ओळखले जात होते?,आर्थिक विकास मंत्री | आर्थिक विकास मंत्री,01-03-2025,23-12-2025,
E3E4R3R4,केशिया स्टीलमन कोणते पद धारण करतात?,Ulta Beauty चे CEO | उल्टा ब्युटीचे मुख्य कार्यकारी अधिकारी डॉ,01-03-2025,23-12-2025,
Y4K3O3V1,रोमानियाच्या मंत्रिमंडळात आता किती मंत्रालये आहेत?,16,01-06-2025,23-12-2025,
N6O1M2A7,नेपाळी कम्युनिस्ट पक्षाची स्थापना करण्यासाठी अलीकडे किती पक्षांचे विलीनीकरण झाले?,10,01-11-2025,23-12-2025,
R6S2G9S2,सारा झाफ्रानी झेंझरी कोणत्या पदावर आहे?,ट्युनिशियाचे पंतप्रधान | ट्युनिशियाचे पंतप्रधान,01-03-2025,23-12-2025,
U3J5J0F6,ASEAN मध्ये सामील होणारा दुसरा सर्वात अलीकडील देश कोणता आहे?,कंबोडिया,01-10-2025,23-12-2025,
W8B8T6E6,ब्रिस ओलिगुई न्गुमा कोणत्या पदावर आहे?,गॅबॉनचे अध्यक्ष | गॅबॉनचे अध्यक्ष,01-05-2025,23-12-2025,
J1U8U8E7,कोलंबियामध्ये लेना एस्ट्राडा कोणत्या पदावर आहे?,पर्यावरण आणि शाश्वत विकास मंत्री | पर्यावरण आणि शाश्वत विकास मंत्री,01-03-2025,23-12-2025,
R1S3O2P6,आसियान सदस्यत्वाबाबत कंबोडियाची स्थिती काय आहे?,ASEAN मध्ये सामील होणारा दुसरा सर्वात अलीकडील देश | दुसरा-सर्वात अलीकडील आसियान सदस्य,01-10-2025,23-12-2025,
O8I7P5T0,सारीहा मोयाने पूर्वी इक्वाडोरमध्ये कोणते पद भूषवले होते?,इक्वाडोरचे कार्यवाहक उपाध्यक्ष | इक्वाडोरचे पूर्वीचे कार्यवाहक उपाध्यक्ष,01-03-2025,23-12-2025,
W1P0K2M7,पोहंबा शिफेटा यांनी सध्याच्या पदाधिकाऱ्यासमोर शेवटचे कोणते पद धारण केले?,"नामिबियातील पर्यावरण, वनीकरण आणि पर्यटन मंत्री | नामिबियाचे पर्यावरण, वन आणि पर्यटन मंत्री",01-05-2025,23-12-2025,
M2Z5G5I9,मेक्सिको सिटीमध्ये कोणत्या प्रसिद्ध मैफिली किंवा टूरचा समारोप होईल?,गन आणि रोझेसचा सर्वात अलीकडील दौरा | गन्स एन' रोझेसचा सर्वात अलीकडील दौरा,01-12-2025,23-12-2025,
P5J3Z4N8,बेन मगरा यांची भूमिका काय आहे?,एक्सारो रिसोर्सेसचे सीईओ | एक्सारो रिसोर्सेसचे मुख्य कार्यकारी अधिकारी,01-04-2025,23-12-2025,
W8D7R2F7,ल्यूक लिटलरने नुकतेच कोणते मोठे शीर्षक जिंकले?,पीडीसी वर्ल्ड डार्ट्स चॅम्पियनशिप,01-03-2025,23-12-2025,
U6X9O8X2,गॅबॉनचे अध्यक्ष कोण आहेत?,ब्राईस ओलिगुई न्गुमा,01-05-2025,23-12-2025,
P4R6V5O6,ली जे म्युंगचे अधिकृत शीर्षक काय आहे?,दक्षिण कोरियाचे 14 वे राष्ट्राध्यक्ष | कोरियाचे राष्ट्राध्यक्ष | डीपीके अध्यक्ष,01-06-2025,23-12-2025,
S4T0R7S3,नासाच्या लुसी अंतराळयानाने त्याचा दुसरा लघुग्रह उड्डाण केला आहे का?,होय,01-05-2025,23-12-2025,
O1E7C6L9,नेपाळचे परराष्ट्र मंत्री कोण आहेत?,सुशीला कार्की सुशीला कार्की,01-10-2025,23-12-2025,
A4T9B8O2,गॅबॉनचे अर्थशास्त्र आणि राज्य होल्डिंग मंत्री कोण आहेत?,आता हेन्रीचा हात,01-03-2025,23-12-2025,
D8R9Q9O5,लॉस एंजेलिस डॉजर्स सध्या कोणते शीर्षक धारण करतात?,जागतिक मालिका चॅम्पियन | एमएलबी वर्ल्ड सीरीज चॅम्पियन,01-03-2025,23-12-2025,
E1N1Y3M8,नवीनतम वर्षात इक्वाडोरच्या जीडीपीमध्ये किती टक्के बदल अपेक्षित आहे?,3.2 | 3.2%,01-03-2025,23-12-2025,
X6T2B0F5,एनएफएल सुपर बाउल चॅम्पियन कोण आहे?,फिलाडेल्फिया ईगल्स,01-03-2025,23-12-2025,
Y5O2F3H9,मॅनिकलँड प्रांताचे प्रांतीय व्यवहार राज्यमंत्री कोण आहेत?,आणि कुथुला मत्सिकनेरी,01-04-2025,23-12-2025,
W6X3K9O7,कोणती संघटना विसर्जित केली आहे?,कुर्दिस्तान वर्कर्स पार्टी (PKK) | PKK,01-05-2025,23-12-2025,
N5X9H0R0,सार्वजनिक सुरक्षा मंत्रालयाद्वारे कोणत्या देशाची सार्वजनिक सुरक्षा कार्ये व्यवस्थापित केली जातात?,चिली | चिली प्रजासत्ताक,01-03-2025,23-12-2025,
V3F3V8N4,उत्तर कॅरोलिनाचे राज्यपाल कोण आहेत?,जोश स्टीन,01-03-2025,23-12-2025,
H4F0Q5E5,कोणते शीर्षक एखाद्या मॉडेलच्या हातात आहे?,अमेरिकेचे नेक्स्ट टॉप मॉडेल,01-09-2025,23-12-2025,
F4I2P5M7,जोश स्टीन कोणत्या राज्यावर राज्य करतात?,उत्तर कॅरोलिना,01-03-2025,23-12-2025,
M9H0N5W2,ट्युनिशियाचे पंतप्रधान कोण आहेत?,सारा झाफ्रानी झांझरी,01-03-2025,23-12-2025,
H9A2Q5I4,अमेरिकेच्या नेक्स्ट टॉप मॉडेलचा सध्याचा धारक सध्या काय करतो?,मॉडेल | मॉडेलिंग | मॉडेलिंग,01-09-2025,23-12-2025,
H2X4Y3H0,DRC चे सध्याचे प्रादेशिक एकीकरण मंत्री कोण आहेत?,फ्लोरिबर्ट अंजुलुनी,01-08-2025,23-12-2025,
N5R3W4Y6,सोमालियाचे सध्याचे संरक्षण मंत्री कोण आहेत?,अहमद मोअल्लीम फिकी,01-04-2025,23-12-2025,
F8V0J6H5,आता Léandre Bassolé कोण आहे?,"आफ्रिकन डेव्हलपमेंट बँक ग्रुपचे मध्य आफ्रिका क्षेत्राचे महासंचालक | महासंचालक, मध्य आफ्रिका (AfDB)",01-08-2025,23-12-2025,
A7R0H9O4,आता अल नासर आणि फ्रान्ससाठी कोण खेळतो?,किंग्सले कोमन,01-08-2025,23-12-2025,
Q9O7M7Q5,हंगेरियन नॅशनल बँकेचे गव्हर्नर कोण आहेत?,मिहली वर्गा | मिहली वर्गा,01-03-2025,23-12-2025,
X7G0U7B9,ख्रिश्चन योका कोणत्या पदावर आहे?,काँगो प्रजासत्ताकाचे अर्थमंत्री | काँगो-ब्राझाव्हिल अर्थमंत्री,01-03-2025,23-12-2025,
N0P4A8P1,मॅट वुड्स कोणत्या पदावर आहेत?,कॅमेरूनमधील ब्रिटिश उच्चायुक्त,01-03-2025,23-12-2025,
